0,1.2009248,0.6916108602738189
1,0.5363498,0.7015514809437008
0,0.56336063,0.6871092131130773
1,0.62376803,0.6737533612782385
0,0.6774325,0.6874091471742503
1,0.5677471,0.6805202917857229
0,0.9152149,0.6815548671243395
1,0.5150866,0.7002815922493797
0,0.6647311,0.688731012977248
1,0.5139863,0.7015501573640669
0,0.60768694,0.6769153630044046
1,0.65831184,0.7022769635958837
0,0.69582576,0.6933780928849435
1,0.7696127,0.7059547929602156
0,1.1736616,0.6770174723973608
1,0.67029536,0.7000647353247358
0,0.60081995,0.6886739653305098
0,0.7006265,0.6932581383636855
1,0.7335992,0.7047709833356139
1,0.6848724,0.7046701647739296
0,0.56982535,0.6803042726733421
1,0.5808517,0.6998514670747695
0,0.6422068,0.6889989273274002
1,0.528961,0.7049107233256268
0,0.5764143,0.6944254619170116
1,0.5470533,0.7067277034277765
0,0.8159174,0.6819149571976179
1,0.65362996,0.7050899332790329
